,index,@context,@type,bodyType,brand,color,driveWheelConfiguration,image,manufacturer,mileageFromOdometer,model,name,offers,productionDate,url,vehicleEngine,vehicleIdentificationNumber,vehicleInteriorColor,vehicleTransmission,price,mileage,price_over_mileage,trim
49,49,http://schema.org/,Car,['Sedan'],Toyota,White,2 wheel drive - front,https://images2.autotrader.com/hn/c/5affe16db620480db5fdd9ba8944f800.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '42,994'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 9695, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=500237408,4-Cylinder,1NXBU4EE0AZ222441,Ash,Automatic,9695,42994.0,0.22549658091826766, LE
50,50,http://schema.org/,Car,['Sedan'],Toyota,Red,2 wheel drive - front,https://images2.autotrader.com/hn/c/ccb1f5bace5a43838c58788b93c5b15d.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '68,041'}",Corolla,Used 2010 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 9688, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=495690829,4-Cylinder,1NXBU4EE4AZ173146,,Automatic,9688,68041.0,0.14238473861348305,
51,51,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,https://images2.autotrader.com/hn/c/10bb696789164204b3657bf020be8d46.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '64,994'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 9687, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=499537200,4-Cylinder,2T1BU4EE1AC526556,Ash,Automatic,9687,64994.0,0.14904452718712496, LE
52,52,http://schema.org/,Car,['Sedan'],Toyota,Black,2 wheel drive - front,https://images2.autotrader.com/hn/c/db1e5d3c4e724196a25e4e18ad6bf327.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '70,285'}",Corolla,Used 2009 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 9684, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501905415,4-Cylinder,JTDBL40E999032909,Ash,Automatic,9684,70285.0,0.13778188802731736, LE
53,53,http://schema.org/,Car,['Sedan'],Toyota,Black,2 wheel drive - front,https://images2.autotrader.com/hn/c/e0bf955456264d3c9d0005d1dbc51897.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '30,706'}",Corolla,Used 2010 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 9555, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501968738,4-Cylinder,2T1BU4EE5AC497210,Bisque,Automatic,9555,30706.0,0.3111769686706181, S
54,54,http://schema.org/,Car,['Sedan'],Toyota,White,2 wheel drive - front,https://images2.autotrader.com/hn/c/f4494375f0b14f02b5e1384ce8b483eb.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '72,177'}",Corolla,Used 2010 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 9500, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=496170183,4-Cylinder,2T1BU4EE9AC456918,,Automatic,9500,72177.0,0.1316208764564889, S
55,55,http://schema.org/,Car,['Sedan'],Toyota,Green,2 wheel drive - front,https://images2.autotrader.com/hn/c/1231b26165b149a5a8826ed984cb4660.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '38,563'}",Corolla,Used 2009 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 9500, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501293960,4-Cylinder,JTDBL40E19J041960,,Automatic,9500,38563.0,0.24635012836138268,
56,56,http://schema.org/,Car,['Sedan'],Toyota,White,2 wheel drive - front,https://images2.autotrader.com/hn/c/173422ea93cb433995864dba29f800f1.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '51,269'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 9500, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=498896431,4-Cylinder,2T1BU4EE9AC493080,Ash,Automatic,9500,51269.0,0.18529715812674324, LE
57,57,http://schema.org/,Car,['Sedan'],Toyota,Tan,2 wheel drive - front,https://images2.autotrader.com/hn/c/b3b1870f6d4b46e18548cdad770defa0.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '53,925'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 9490, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=500313213,4-Cylinder,2T1BU4EE7AC250285,Bisque,Automatic,9490,53925.0,0.17598516458043578, LE
58,58,http://schema.org/,Car,['Sedan'],Toyota,,2 wheel drive - front,https://images2.autotrader.com/hn/c/f32f67cd395c43e990adddd0dfa99f8d.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '78,607'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 9488, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=499025987,4-Cylinder,1NXBU4EE0AZ304203,Bisque,Automatic,9488,78607.0,0.12070171867645375, LE
59,59,http://schema.org/,Car,['Sedan'],Toyota,Red,2 wheel drive - front,https://images2.autotrader.com/hn/c/fdc25b9fd02140f2bb042d1d3b6468dc.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '50,040'}",Corolla,Used 2010 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 9473, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=500375406,4-Cylinder,2T1BU4EE5AC264895,Dark Charcoal,Manual,9473,50040.0,0.18930855315747402, S
60,60,http://schema.org/,Car,['Sedan'],Toyota,Black,2 wheel drive - front,https://images2.autotrader.com/hn/c/f83ee521125f4a268d60b5e4593c2562.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '57,749'}",Corolla,Used 2010 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 9405, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501624362,4-Cylinder,1NXBU4EE6AZ368777,Dark Charcoal,Automatic,9405,57749.0,0.16285996294308128, S
61,61,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,https://images2.autotrader.com/hn/c/80b25803578c45cfb7da029c324d9ba6.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '48,599'}",Corolla,Used 2010 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 9400, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=500391115,4-Cylinder,1NXBU4EE3AZ374701,Beige,,9400,48599.0,0.19341961768760674,
62,62,http://schema.org/,Car,['Sedan'],Toyota,Black,2 wheel drive - front,https://images2.autotrader.com/hn/c/11d7a100b1064238b6f92e1f1917e74f.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '70,922'}",Corolla,Used 2010 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 9399, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=500124056,4-Cylinder,1NXBU4EE0AZ255729,Dark Charcoal,Automatic,9399,70922.0,0.1325258734948253, S
63,63,http://schema.org/,Car,['Sedan'],Toyota,Black,2 wheel drive - front,https://images2.autotrader.com/hn/c/64521c05a3de46e1bda777fd70f10891.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '85,992'}",Corolla,Used 2010 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 9377, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=499014889,4-Cylinder,1NXBU4EE7AZ330104,Dark Charcoal,,9377,85992.0,0.10904502744441344,
64,64,http://schema.org/,Car,['Sedan'],Toyota,Blue,2 wheel drive - front,https://images2.autotrader.com/hn/c/6f0b0e0433f04d769d4f942aeba99a9d.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '60,606'}",Corolla,Used 2010 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 9299, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=500848050,4-Cylinder,1NXBU4EEXAZ300899,Dark Charcoal,Automatic,9299,60606.0,0.15343365343365342, S
65,65,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images2.autotrader.com/hn/c/d3c30cffab604552bc2c4cabb538bd48.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '54,107'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 9254, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=469694351,4-Cylinder,2T1BU4EE6AC226060,Ash,Automatic,9254,54107.0,0.17103147467056018, LE
66,66,http://schema.org/,Car,['Sedan'],Toyota,Red,2 wheel drive - front,https://images2.autotrader.com/hn/c/f4c39fb8f41444e7aef8ed4b82ff3fa8.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '72,996'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 9250, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501025663,4-Cylinder,2T1BU4EE2AC478436,Ash,Automatic,9250,72996.0,0.12671927228889254, LE
67,67,http://schema.org/,Car,['Sedan'],Toyota,White,2 wheel drive - front,https://images2.autotrader.com/hn/c/0a8ab9a5fd3c4d44948b9eddd5e3a39b.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '70,649'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 9195, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501694814,4-Cylinder,1NXBU4EE5AZ182728,Tan,Automatic,9195,70649.0,0.13015046214383785, LE
68,68,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,https://images2.autotrader.com/hn/c/89022633650e47fd8699b226b2c19837.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '85,722'}",Corolla,Used 2010 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 9116, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=494835829,4-Cylinder,1NXBU4EE6AZ276746,Dark Charcoal,Automatic,9116,85722.0,0.10634376239471781, S
69,69,http://schema.org/,Car,['Sedan'],Toyota,,2 wheel drive - front,https://images2.autotrader.com/hn/c/058fd3254b604eb3982545c357a98009.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '98,000'}",Corolla,Used 2010 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 9000, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501826293,4-Cylinder,1NXBU4EE5AZ183653,,Automatic,9000,98000.0,0.09183673469387756, S
70,70,http://schema.org/,Car,['Sedan'],Toyota,Black,2 wheel drive - front,https://images2.autotrader.com/hn/c/929754f0a9bd45d3bb0b4e2ee0419ef6.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '53,040'}",Corolla,Used 2010 Toyota Corolla LE Sedan,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 9000, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=494503542,4-Cylinder,1NXBU4EEXAZ356261,Gray,Automatic,9000,53040.0,0.16968325791855204, LE Sedan
71,71,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images2.autotrader.com/hn/c/70c8e283e3b24c548ac4192813621edd.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '82,991'}",Corolla,Used 2010 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 9000, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=499764538,4-Cylinder,2T1BU4EE1AC471557,Dark Charcoal,Automatic,9000,82991.0,0.10844549408972057, S
72,72,http://schema.org/,Car,['Sedan'],Toyota,Black,2 wheel drive - front,https://images2.autotrader.com/hn/c/6e88e0364361423c9fcceeb47bc9ef1c.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '78,758'}",Corolla,Used 2009 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 9000, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=494337961,4-Cylinder,JTDBL40E299091218,Bisque,Automatic,9000,78758.0,0.11427410548769648, LE
73,73,http://schema.org/,Car,['Sedan'],Toyota,Gold,2 wheel drive - front,https://images2.autotrader.com/hn/c/9e80f633c65448819708cc36f7642867.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '76,393'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 8999, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=498652219,4-Cylinder,1NXBU4EE0AZ171216,Beige,Automatic,8999,76393.0,0.11779875119448117, LE
74,74,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images2.autotrader.com/hn/c/d1f3d52fc7724461bc81945dbaa929ef.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '129,048'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 8998, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=496169526,4-Cylinder,1NXBU4EE0AZ272076,Bisque,Automatic,8998,129048.0,0.06972599342880169, LE
75,75,http://schema.org/,Car,['Sedan'],Toyota,Tan,2 wheel drive - front,https://images2.autotrader.com/hn/c/5bcbc59dd4004699a0e534b9149489ee.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '76,435'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 8998, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501518990,4-Cylinder,2T1BU4EE9AC308901,Bisque,,8998,76435.0,0.11772093936024072, LE
76,76,http://schema.org/,Car,['Sedan'],Toyota,White,2 wheel drive - front,,Toyota,"{'@type': 'QuantitativeValue', 'value': '79,990'}",Corolla,Used 2010 Toyota Corolla LE Sedan,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 8995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=500959624,4-Cylinder,JTDBU4EE0A9114764,Beige,Automatic,8995,79990.0,0.11245155644455557, LE Sedan
77,77,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images2.autotrader.com/hn/c/bc3a1511a77d4fad8cd254388dfc8814.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '105,000'}",Corolla,Used 2010 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 8995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=487876073,4-Cylinder,1NXBU4EE1AZ345276,Select,Automatic,8995,105000.0,0.08566666666666667,
78,78,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images2.autotrader.com/hn/c/88f5acdd2cbf4ef7bf1a213f2726c83c.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '87,899'}",Corolla,Used 2009 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 8995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501740243,4-Cylinder,JTDBL40E199039577,Ash,,8995,87899.0,0.10233335987895198,
79,79,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,,Toyota,"{'@type': 'QuantitativeValue', 'value': '72,127'}",Corolla,Used 2010 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 8995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=496243053,4-Cylinder,1NXBU4EE7AZ380601,,Automatic,8995,72127.0,0.12471057994925618, S
80,80,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,https://images2.autotrader.com/hn/c/e5dd60ecad3b45578d1f015cc493954b.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '81,678'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 8995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501327530,4-Cylinder,2T1BU4EEXAC265380,,,8995,81678.0,0.11012757413256936, LE
81,81,http://schema.org/,Car,['Sedan'],Toyota,Green,2 wheel drive - front,https://images2.autotrader.com/hn/c/a4d4499b5f4848148a07c53106777b5b.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '77,145'}",Corolla,Used 2010 Toyota Corolla LE Sedan,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 8995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501890415,4-Cylinder,1NXBU4EE0AZ203615,Ash,Automatic,8995,77145.0,0.1165986130014907, LE Sedan
82,82,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images2.autotrader.com/hn/c/c172ad9ab0cb4347b7368f41c6a884e7.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '51,937'}",Corolla,Used 2007 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 8995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2007,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501834023,4-Cylinder,2T1BR32E87C750044,Fb11,Automatic,8995,51937.0,0.17319059629936268, LE
83,83,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,,Toyota,"{'@type': 'QuantitativeValue', 'value': '78,120'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 8995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=500692686,4-Cylinder,2T1BU4EE8AC535836,,Automatic,8995,78120.0,0.11514336917562724, LE
84,84,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images2.autotrader.com/hn/c/f867133052934f0c85d64326be802400.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '103,600'}",Corolla,Used 2009 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 8995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501517567,4-Cylinder,JTDBL40E799059865,,Automatic,8995,103600.0,0.08682432432432433,
85,85,http://schema.org/,Car,['Sedan'],Toyota,Blue,2 wheel drive - front,https://images2.autotrader.com/hn/c/0a3c307f684c4cfcbd47964ecb6cfa51.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '106,100'}",Corolla,Used 2010 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 8994, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501435347,4-Cylinder,1NXBU4EE2AZ337106,Gray,Automatic,8994,106100.0,0.08476908576814327, S
